Rank,Team,2025,Last 3,Last 1,Home,Away,2024
76,Elon,+6.8,+12.0,+21.0,+22.0,+3.0,-1.3
76,TCU,+6.8,+8.7,+23.0,+6.8,,+1.0
76,St John's,+6.8,+7.7,+2.0,+8.0,+2.0,+4.9
79,UCSD,+6.8,+4.3,+11.0,+2.0,+11.5,+6.7
80,St Bonaventure,+6.6,+3.3,+4.0,+6.3,+8.0,+4.8
80,VCU,+6.6,+10.3,+26.0,+15.3,-6.5,+6.9
82,N Colorado,+6.5,+5.3,+6.0,,+6.5,+3.9
82,Kansas St,+6.5,+1.0,-10.0,+10.3,-1.0,+1.4
84,Washington,+6.4,0.0,-8.0,+8.0,+4.0,-2.9
84,Georgetown,+6.4,+6.3,+17.0,+6.8,+5.0,0.0
86,Boise St,+6.2,+2.7,-2.0,+8.3,-2.0,+3.3
86,Illinois St,+6.2,+9.7,+35.0,+18.5,-2.0,+1.9
88,Kent St,+6.1,+12.0,+17.0,+8.0,+1.5,+3.9
89,UAB,+6.0,+2.7,+1.0,+10.8,-3.5,+6.0
89,UCSB,+6.0,+2.3,-4.0,+13.0,-1.0,+2.6
89,Columbia,+6.0,+13.3,+11.0,+7.7,+4.3,-3.3
89,Colorado,+6.0,+9.7,+4.0,+6.0,,-3.7
93,Penn St,+5.8,+3.0,-1.0,+1.0,+10.7,+2.5
94,Notre Dame,+5.7,+1.0,-7.0,+9.5,-2.0,+0.2
94,UNLV,+5.7,+7.0,+3.0,+4.5,+8.0,+2.2
96,Wichita St,+5.6,+2.3,-2.0,+8.3,-5.0,0.0
97,San Francisco,+5.4,+8.3,+7.0,+11.3,-3.5,+4.2
98,Duquesne,+5.2,-0.7,-3.0,+11.0,-6.5,+1.8
99,NC Wilmington,+5.0,+9.7,+4.0,+12.5,-2.5,+4.8
100,Creighton,+4.8,+5.7,-8.0,+12.7,-7.0,+4.3
101,Seton Hall,+4.7,+3.0,+2.0,+5.2,+2.0,-6.4
101,Siena,+4.7,+4.3,0.0,+7.0,+2.3,-2.2
103,Wyoming,+4.6,+7.0,+16.0,+7.0,-5.0,-2.4
104,UMass,+4.6,-2.0,+3.0,+9.5,-2.0,-3.0
105,California,+4.5,-1.7,+14.0,+9.6,-21.0,-2.4
105,Fairfield,+4.5,+9.7,+18.0,+5.5,+4.0,-3.5
107,Iona,+4.4,-5.0,+3.0,+13.7,-2.5,+0.9
108,Florida Atlantic,+4.2,+0.3,+7.0,+8.0,+1.7,+1.2
109,Charleston So,+4.2,+13.3,+7.0,+20.0,+1.0,-5.0
110,Boston College,+4.1,+3.3,+1.0,+9.7,0.0,-3.6
111,New Mexico St,+4.0,+4.0,+8.0,+4.0,,+3.5
111,San Diego St,+4.0,+0.3,-12.0,+9.3,-12.0,+0.9
111,William & Mary,+4.0,+7.3,+12.0,,+4.0,+0.7
111,Seattle,+4.0,+5.3,-4.0,+6.0,-4.0,+0.7
115,Alabama,+3.8,-2.0,-3.0,+7.0,+1.7,+6.6
116,UCF,+3.7,+2.0,+2.0,+5.0,+1.0,0.0
116,Rhode Island,+3.7,-0.7,-4.0,+13.0,-5.7,+0.7
118,Pacific,+3.6,+7.7,+15.0,-5.0,+5.8,-5.2
119,Maryland,+3.5,+1.7,-3.0,+3.0,+4.0,+8.9
120,S Illinois,+3.4,+0.3,-1.0,+14.0,+0.8,-1.9
120,Davidson,+3.4,-3.0,-18.0,+11.5,-2.0,+2.5
120,SF Austin,+3.4,-1.0,-8.0,+8.5,0.0,-2.8
123,Oklahoma,+3.3,+9.0,+2.0,+8.0,-6.0,-0.3
124,Troy,+3.3,+2.0,+6.0,,+3.3,+4.0
124,Murray St,+3.3,-2.0,-23.0,+17.7,-7.5,-1.2
126,New Mexico,+3.2,-5.7,+1.0,+12.0,-5.7,+4.2
126,Colgate,+3.2,-1.7,+4.0,+13.5,-2.0,-1.4
126,Utah,+3.2,+2.0,-11.0,+3.2,,+1.4
129,Oregon,+3.0,+4.3,0.0,+3.8,0.0,+3.1
129,Belmont,+3.0,+4.0,+8.0,+1.3,+5.5,+2.6
129,E Tennessee St,+3.0,+4.3,+21.0,+9.7,-7.0,+0.9
129,Buffalo,+3.0,+4.3,-2.0,-0.3,+8.0,-7.3
133,Austin Peay,+2.8,+1.7,+7.0,,+2.8,-4.6
134,Lamar,+2.8,+4.0,-3.0,,+2.8,-1.6
134,Delaware,+2.8,+5.7,-9.0,+23.0,-4.0,+1.1
136,Idaho,+2.7,+2.7,+10.0,,+2.7,-0.3
137,Wake Forest,+2.5,+1.0,-6.0,+11.7,-6.7,-0.1
137,Portland,+2.5,+3.3,-2.0,+5.0,-10.0,-4.9
137,Georgia Tech,+2.5,-1.0,-1.0,+3.2,-1.0,+1.9
137,St Thomas,+2.5,-0.3,+2.0,+19.5,-3.2,+5.5
141,Pittsburgh,+2.3,+0.3,-10.0,+5.4,-5.5,+0.2
142,Marquette,+2.0,0.0,+5.0,+5.3,-18.0,+3.2
142,Illinois Chicago,+2.0,+2.7,+10.0,+7.0,+0.8,-1.7
142,Arizona St,+2.0,-0.3,+5.0,+2.0,+2.0,-0.8
145,Winthrop,+1.8,+3.0,0.0,+11.0,0.0,+2.0
145,Akron,+1.8,+4.3,-9.0,+5.5,0.0,+4.2
147,Longwood,+1.8,+1.7,-11.0,+8.3,-8.0,-2.2
148,Missouri St,+1.8,-2.0,+5.0,+5.3,-9.0,-2.0
148,Wright St,+1.8,+4.3,0.0,+5.0,+0.7,+1.5
150,Jacksonville St,+1.7,+1.7,-6.0,+5.5,-6.0,-0.3
151,Cornell,+1.6,+4.3,-4.0,+3.5,+0.3,+4.1
152,N Dakota St,+1.5,+1.3,+7.0,+2.0,+1.0,+4.3
152,W Georgia,+1.5,+3.7,+1.0,+6.0,-0.8,-5.2
152,New Orleans,+1.5,-2.0,+6.0,,+1.5,-9.6
155,UT Arlington,+1.4,+3.3,+6.0,+9.0,-0.5,-3.3
155,Navy,+1.4,+0.7,+15.0,0.0,+2.3,-0.6
155,Temple,+1.4,-4.7,-11.0,+4.5,-11.0,+1.2
158,Texas Tech,+1.3,-5.7,-23.0,+14.3,-11.7,+6.1
159,Bradley,+1.0,+0.7,+6.0,+2.3,-0.3,+3.9
159,NC Asheville,+1.0,+2.7,-3.0,+4.0,0.0,-2.1
159,Youngstown St,+1.0,+4.7,+2.0,,+1.0,-0.3
162,Charlotte,+0.8,-5.0,+7.0,+3.0,-2.5,-3.0
163,Mercer,+0.8,+5.0,+15.0,+11.0,-2.7,-1.6
164,Nevada,+0.7,-3.3,+4.0,+3.6,-14.0,+0.5
165,Monmouth,+0.5,+1.7,+1.0,+1.0,+0.3,-2.9
165,Marist,+0.5,+4.0,+6.0,+3.5,-2.5,-0.5
165,Old Dominion,+0.5,-2.0,-1.0,+10.5,-4.5,-5.3
168,N Texas,+0.4,-6.7,+2.0,+5.0,-2.7,+2.7
169,UC Davis,+0.3,+1.0,+7.0,+1.7,-1.0,-2.1
170,Stony Brook,+0.3,0.0,-15.0,+9.0,-8.5,-5.6
170,San Diego,+0.3,+3.3,-10.0,+0.3,,-5.5
170,Abl Christian,+0.3,+0.3,+13.0,0.0,+0.3,-0.5
173,Wofford,+0.2,-2.0,-1.0,+6.5,-4.0,+3.4
173,Bowling Green,+0.2,-3.7,+11.0,-1.0,+2.0,-2.4
175,S Alabama,+0.2,-3.7,-10.0,-6.0,+1.4,+2.7
175,Fresno St,+0.2,-2.0,+4.0,+0.2,,-6.7
177,Utah Valley,0.0,0.0,+4.0,+4.0,-2.0,+1.8
177,Weber St,0.0,-2.3,-6.0,+1.0,-0.7,-3.1
177,Xavier,0.0,+6.0,+8.0,+5.0,-6.7,+4.8
180,NC A\&T,-0.3,-0.3,+7.0,+10.0,-5.5,-6.1
180,South Dakota,-0.3,0.0,+9.0,+5.5,-12.0,-2.9
182,CS Northridge,-0.5,+4.0,+2.0,+2.0,-1.3,+1.7
183,Memphis,-0.6,-2.7,+6.0,+0.5,-1.3,+0.6
184,Toledo,-0.7,+1.3,-6.0,+1.8,-5.5,-2.2
184,Kennesaw St,-0.7,-0.7,-1.0,-15.0,+6.5,-1.6
186,Pepperdine,-0.8,+2.0,+8.0,+2.0,-9.0,-3.1
186,Middle Tenn,-0.8,-3.7,-8.0,,-0.8,+1.9
188,Mercyhurst,-0.8,+2.0,-4.0,+18.0,-4.6,-0.2
188,Rutgers,-0.8,-10.0,-26.0,+4.2,-26.0,0.0
190,J Madison,-1.0,-7.0,-4.0,+7.5,-5.3,+3.0
190,Charleston,-1.0,+1.3,+11.0,+5.0,-3.4,+1.1
190,Washington St,-1.0,+6.7,+14.0,+2.8,-16.0,+2.7
193,FGCU,-1.2,+8.7,+2.0,+6.0,-12.0,+0.6
193,Southern Miss,-1.2,-1.3,+19.0,,-1.2,-4.1
195,Loyola Mymt,-1.3,-4.7,-7.0,+4.0,-6.7,0.0
196,Towson,-1.4,0.0,+4.0,-4.0,-0.8,-1.0
197,Alabama St,-1.5,+10.0,+9.0,,-1.5,-1.5
197,Northeastern,-1.5,-2.3,+3.0,+1.0,-2.8,+1.9
199,La Salle,-1.6,-11.7,-9.0,+6.0,-13.0,-1.7
199,CS Bakersfield,-1.6,-1.0,+17.0,+11.5,-10.3,-3.3
201,C Michigan,-1.7,-2.3,-5.0,-1.0,-2.0,-0.3
201,Rice,-1.7,-3.7,+1.0,-1.0,-2.3,0.0
203,Drexel,-1.8,+3.3,+1.0,+3.3,-7.0,+0.9
203,Mt St Mary's,-1.8,-2.0,-4.0,-8.0,-0.6,-1.8
205,Oregon St,-1.9,-0.3,-3.0,-1.7,-2.0,+0.9
205,Brown,-1.9,+3.0,+10.0,+2.8,-8.0,+1.2
207,UC Irvine,-2.0,-1.7,-10.0,-1.3,-4.0,+2.9
207,Coastal Car,-2.0,-5.3,-35.0,+7.0,-3.8,-2.1
207,C Arkansas,-2.0,+9.0,+18.0,+14.5,-13.0,-7.9
210,Milwaukee,-2.2,-5.0,+2.0,+8.0,-7.3,+1.7
210,Harvard,-2.2,+1.7,+3.0,-11.5,+2.5,-0.8
212,Montana St,-2.2,-4.0,-2.0,0.0,-2.8,-0.5
213,Tulsa,-2.3,-5.3,-7.0,-7.0,-0.7,-0.8
214,Dartmouth,-2.3,-2.3,-4.0,-4.5,+2.0,+1.1
214,SIU Edward,-2.3,-8.3,-9.0,0.0,-2.8,+0.2
216,Fordham,-2.5,+0.3,+9.0,-2.3,-3.0,-2.3
216,N Kentucky,-2.5,+3.7,-2.0,-2.0,-2.7,-3.1
218,Montana,-2.6,-4.3,-1.0,-2.8,-1.0,-0.6
