Rank,Team,2025,Last 3,Last 1,Home,Away,2024
38,Auburn,30.2,33.3,37.0,26.3,38.0,31.8
39,Washington,30.2,35.0,37.0,27.7,34.0,36.0
39,San Francisco,30.2,31.7,27.0,29.3,31.5,31.1
41,Lamar,30.3,27.3,34.0,--,30.3,33.3
42,Seton Hall,30.3,31.7,33.0,29.8,33.0,33.7
42,Louisiana Tech,30.3,30.3,30.0,27.0,32.0,33.1
44,South Carolina,30.5,33.0,36.0,27.3,37.0,33.5
44,Mercyhurst,30.5,29.3,27.0,24.0,31.8,31.4
44,Nebraska,30.5,37.0,35.0,24.0,37.0,33.9
47,Boston College,30.6,32.7,39.0,25.3,34.5,36.1
48,Vanderbilt,30.6,30.3,33.0,29.3,36.0,33.7
49,Notre Dame,30.7,33.3,39.0,28.5,35.0,33.5
50,UCSD,30.8,34.0,36.0,28.5,33.0,30.2
51,Pacific,30.8,28.0,20.0,30.0,31.0,37.0
52,Rhode Island,30.8,33.7,25.0,26.0,35.7,36.0
53,USC,31.0,29.0,32.0,32.3,29.0,34.9
53,Maryland ES,31.0,28.0,23.0,--,31.0,37.9
53,Siena,31.0,33.3,39.0,30.7,31.3,34.1
53,Arizona,31.0,28.7,28.0,27.3,34.7,34.6
57,Iowa St,31.2,35.7,45.0,25.3,40.0,32.0
58,N Colorado,31.3,31.3,33.0,--,31.3,34.1
58,E Illinois,31.3,31.3,47.0,16.0,36.3,31.3
60,Georgia Tech,31.3,39.0,34.0,28.4,46.0,33.4
60,Jacksonville St,31.3,31.3,38.0,28.0,38.0,33.2
62,Illinois St,31.4,31.3,20.0,26.0,35.0,33.8
63,San Diego,31.5,30.7,39.0,31.5,--,37.7
63,Louisville,31.5,31.0,17.0,31.4,32.0,31.1
63,NC Wilmington,31.5,27.7,27.0,28.0,35.0,33.4
63,Virginia,31.5,37.7,44.0,27.3,40.0,31.1
63,Penn St,31.5,33.0,32.0,35.7,27.3,34.5
68,Dayton,31.7,31.0,20.0,30.8,33.5,32.4
69,UC Irvine,31.8,32.7,35.0,32.0,31.0,32.0
69,Delaware,31.8,31.0,33.0,26.0,33.7,37.3
69,Wright St,31.8,31.0,32.0,34.0,31.0,35.3
72,Norfolk St,31.8,30.3,39.0,33.0,31.0,33.8
72,Valparaiso,31.8,25.3,27.0,24.7,42.5,35.7
74,S Alabama,31.8,31.7,36.0,40.0,30.2,30.8
75,Brown,32.0,31.0,23.0,26.0,40.0,34.3
75,Liberty,32.0,32.0,32.0,32.0,32.0,29.3
75,Davidson,32.0,39.0,48.0,31.0,32.7,32.2
75,Buffalo,32.0,31.3,33.0,36.3,25.5,38.9
75,Georgetown,32.0,33.0,27.0,33.3,27.0,34.1
75,Saint Louis,32.0,28.3,29.0,32.0,--,34.4
75,St Bonaventure,32.0,33.0,33.0,33.5,26.0,29.7
82,Louisiana,32.1,37.0,33.0,24.5,35.2,34.0
83,Belmont,32.2,30.3,28.0,31.3,33.5,35.2
84,San Diego St,32.3,34.7,45.0,28.0,45.0,30.0
84,Richmond,32.3,33.0,30.0,32.3,--,32.3
86,W Georgia,32.3,29.3,33.0,33.5,31.8,37.3
87,Charlotte,32.4,34.3,30.0,29.3,37.0,35.6
87,Boise St,32.4,30.3,34.0,32.0,34.0,30.7
89,Columbia,32.5,30.3,42.0,32.7,32.3,39.7
89,Abl Christian,32.5,31.0,26.0,37.0,31.0,33.7
89,Northeastern,32.5,33.7,38.0,31.0,33.3,31.7
89,Maryland,32.5,34.7,30.0,30.3,34.7,31.1
89,UC Davis,32.5,34.0,26.0,29.3,35.7,32.8
94,Ohio St,32.6,27.7,24.0,32.6,--,33.8
94,Oregon,32.6,35.0,37.0,31.5,37.0,33.3
94,Grand Canyon,32.6,32.7,31.0,31.3,38.0,31.5
97,Gonzaga,32.7,33.7,42.0,30.7,34.7,32.1
97,Idaho,32.7,32.7,26.0,--,32.7,34.2
99,UMass,32.7,31.0,31.0,34.0,31.0,35.7
100,Colorado St,32.8,33.0,41.0,35.8,21.0,30.4
100,Wyoming,32.8,30.3,23.0,31.8,37.0,32.5
100,Florida,32.8,28.7,17.0,28.3,39.5,32.8
100,Wichita St,32.8,32.7,30.0,33.0,32.0,33.6
104,Northwestern,32.8,39.3,34.0,26.3,39.3,31.6
104,Arkansas,32.8,31.7,19.0,32.2,36.0,35.6
106,Idaho St,33.0,35.7,30.0,--,33.0,34.6
106,Bryant,33.0,30.3,37.0,29.0,33.8,35.5
106,Purdue,33.0,33.3,26.0,32.0,34.0,32.2
106,Missouri St,33.0,33.0,35.0,32.7,34.0,32.6
106,UAB,33.0,33.0,35.0,30.5,38.0,34.2
106,Ball St,33.0,34.3,27.0,33.0,33.0,34.5
106,California,33.0,39.0,33.0,28.6,55.0,35.9
106,Drake,33.0,33.7,25.0,38.0,28.0,27.4
106,NC Asheville,33.0,32.7,41.0,25.0,35.7,38.2
106,Fairfield,33.0,32.3,38.0,29.5,34.8,35.1
116,Pittsburgh,33.1,36.7,47.0,32.0,36.0,33.7
116,Troy,33.1,32.3,30.0,--,33.1,30.5
118,Maine,33.2,31.7,33.0,30.5,34.5,30.8
119,SF Austin,33.2,34.7,32.0,32.0,34.0,32.2
119,NC State,33.2,35.7,35.0,32.8,35.0,33.0
121,Fordham,33.3,32.0,29.0,32.3,36.0,35.9
122,Oregon St,33.3,31.3,34.0,32.7,33.8,34.3
123,Niagara,33.3,36.0,29.0,26.0,34.8,33.7
123,Colgate,33.3,35.3,37.0,28.5,35.8,35.0
125,Virginia Tech,33.4,27.7,24.0,30.3,46.0,33.9
125,Utah St,33.4,30.0,30.0,30.5,35.3,32.8
125,E Tennessee St,33.4,36.7,33.0,32.0,35.5,32.9
128,Nevada,33.5,36.3,28.0,30.6,48.0,32.3
128,Miami,33.5,33.0,19.0,32.4,39.0,38.1
128,UCSB,33.5,35.3,32.0,29.5,37.5,31.9
131,Villanova,33.6,29.7,28.0,32.7,35.0,30.9
132,Texas A&M,33.7,29.3,27.0,31.8,43.0,32.2
133,N Dakota St,33.8,35.0,46.0,39.5,28.0,34.6
134,William & Mary,33.8,29.3,23.0,--,33.8,37.2
135,Youngstown St,33.8,32.0,30.0,--,33.8,33.1
136,Yale,33.9,33.3,37.0,39.0,31.8,32.5
136,Georgia,33.9,34.7,41.0,31.0,41.0,31.5
138,Presbyterian,34.0,33.0,41.0,31.5,35.0,36.0
138,St Thomas,34.0,34.3,34.0,27.5,36.2,34.0
138,Long Beach St,34.0,34.0,35.0,38.5,31.0,36.0
138,Harvard,34.0,30.3,32.0,41.0,30.5,34.3
138,Temple,34.0,38.0,47.0,30.8,47.0,34.8
138,Michigan,34.0,32.7,33.0,34.0,34.0,34.5
138,App State,34.0,39.3,44.0,33.0,35.0,30.2
138,Rice,34.0,38.7,40.0,32.7,35.3,33.2
138,Illinois Chicago,34.0,32.3,27.0,31.0,34.8,36.8
138,Loyola Mymt,34.0,35.3,41.0,28.3,39.7,33.0
138,Miami OH,34.0,30.3,36.0,36.7,26.0,34.4
138,Providence,34.0,33.7,31.0,31.3,36.7,34.3
138,BYU,34.0,37.7,33.0,31.0,36.0,32.7
138,Monmouth,34.0,32.7,35.0,35.0,33.7,36.2
152,Butler,34.2,37.0,42.0,31.3,37.0,36.7
153,Colorado,34.2,33.0,39.0,34.2,--,35.0
153,CS Bakersfield,34.2,34.0,22.0,27.0,39.0,36.3
155,Arizona St,34.3,36.0,34.0,34.3,34.5,36.0
155,Fresno St,34.3,39.7,37.0,34.3,--,37.5
155,UTEP,34.3,34.3,35.0,34.0,34.5,32.9
155,Bradley,34.3,37.7,34.0,34.0,34.7,32.7
159,TCU,34.4,33.0,28.0,34.4,--,32.0
160,Binghamton,34.5,37.3,24.0,22.0,37.0,33.0
161,Nicholls,34.6,40.0,47.0,--,34.6,33.1
161,Florida Atlantic,34.6,36.7,34.0,29.5,38.0,35.8
163,Utah Tech,34.7,32.0,30.0,--,34.7,36.9
163,High Point,34.7,32.0,40.0,27.0,38.5,31.8
165,G Washington,34.7,35.0,41.0,28.8,42.7,30.8
165,NJIT,34.7,41.7,42.0,32.5,35.6,34.7
167,Pepperdine,34.8,34.0,24.0,34.0,37.0,37.6
167,UTSA,34.8,35.0,39.0,34.0,35.0,35.0
169,Montana,34.8,31.3,23.0,24.5,41.7,34.5
170,Rutgers,34.8,40.3,56.0,30.6,56.0,37.1
171,UCF,35.0,35.3,36.0,36.0,33.0,37.7
171,Navy,35.0,37.3,36.0,41.0,31.0,32.8
171,C Michigan,35.0,38.0,41.0,35.0,35.0,34.3
171,Bowling Green,35.0,36.7,24.0,35.3,34.5,35.9
171,Stonehill,35.0,34.7,25.0,25.0,37.0,33.2
171,SMU,35.0,31.3,38.0,35.0,--,33.3
171,Portland St,35.0,35.0,32.0,32.0,36.5,33.5
171,Wofford,35.0,37.7,35.0,34.0,35.7,31.6
179,Memphis,35.2,37.3,27.0,35.5,35.0,34.6
180,Bucknell,35.3,38.0,35.0,31.0,37.0,33.2
181,Utah Valley,35.3,35.3,27.0,27.0,39.5,32.0
181,SIU Edward,35.3,40.3,37.0,32.0,36.0,34.4
181,Grambling,35.3,35.0,30.0,30.0,36.4,33.2
184,Murray St,35.4,35.3,40.0,28.3,40.8,32.7
184,Iona,35.4,38.0,33.0,29.0,40.3,32.7
186,Kansas St,35.5,38.3,45.0,33.0,40.5,32.2
186,New Hampshire,35.5,33.0,38.0,--,35.5,36.5
188,Xavier,35.6,36.7,28.0,30.8,42.0,31.8
189,Montana St,35.6,36.0,37.0,38.0,35.0,34.2
190,W Kentucky,35.7,35.7,43.0,35.5,36.0,35.1
191,Charleston,35.7,32.7,29.0,32.5,37.0,35.1
192,S Illinois,35.8,37.7,36.0,34.0,36.3,35.2
192,C Arkansas,35.8,28.3,27.0,28.5,40.7,38.4
192,Wagner,35.8,32.7,44.0,--,35.8,27.2
192,Lipscomb,35.8,25.7,23.0,23.0,39.0,32.2
192,La Salle,35.8,40.3,37.0,31.7,42.0,34.7
197,Mt St Mary's,35.8,36.0,38.0,38.0,35.4,33.5
197,Drexel,35.8,31.7,34.0,31.7,40.0,32.4
197,Portland,35.8,37.7,36.0,34.8,41.0,37.9
200,Florida St,36.0,35.3,29.0,35.8,37.0,32.2
200,N Alabama,36.0,36.3,33.0,32.0,38.7,33.7
200,Missouri,36.0,33.0,42.0,38.0,26.0,33.8
200,Duquesne,36.0,40.7,41.0,32.5,43.0,30.7
200,Dartmouth,36.0,36.0,41.0,40.5,27.0,35.1
200,Toledo,36.0,36.0,36.0,35.3,37.5,38.6
200,Stony Brook,36.0,35.7,35.0,34.5,37.5,36.2
200,Merrimack,36.0,35.0,44.0,27.0,37.8,30.5
208,Green Bay,36.1,33.3,36.0,--,36.1,37.4
209,New Orleans,36.2,38.0,28.0,--,36.2,40.4
209,Howard,36.2,40.0,52.0,32.3,40.0,36.0
211,Indiana St,36.2,34.7,28.0,26.5,42.7,39.5
212,Vermont,36.3,37.7,40.0,--,36.3,30.9
213,Canisius,36.3,30.7,26.0,23.7,49.0,37.4
213,Wake Forest,36.3,35.3,33.0,34.3,38.3,32.8
215,Creighton,36.4,34.3,44.0,31.3,44.0,32.9
215,LSU,36.4,39.7,37.0,36.4,--,31.9
217,Coastal Car,36.5,40.3,55.0,30.0,37.8,32.0
217,Oklahoma St,36.5,37.3,32.0,36.5,--,35.3
219,Wisconsin,36.6,37.3,45.0,34.5,45.0,32.5
219,Georgia St,36.6,37.3,53.0,25.0,39.5,36.7
221,W Illinois,36.7,35.0,29.0,36.5,36.8,35.0
221,NC A&T,36.7,36.7,38.0,26.0,42.0,38.8
223,Baylor,36.8,36.7,36.0,37.0,36.0,33.2
224,VCU,36.8,33.0,28.0,33.3,42.0,29.4
224,Southern Miss,36.8,36.7,22.0,--,36.8,37.6
226,Old Dominion,36.8,37.3,35.0,27.0,41.8,34.9
226,New Haven,36.8,33.7,42.0,35.0,38.7,--
228,SE Louisiana,37.0,34.3,40.0,--,37.0,32.7
228,Chattanooga,37.0,30.0,26.0,26.0,39.8,35.5
228,Tenn Tech,37.0,35.7,41.0,33.0,38.3,35.0
228,Hampton,37.0,33.0,30.0,--,37.0,33.0
228,Air Force,37.0,38.3,49.0,36.7,39.0,34.3
228,F Dickinson,37.0,34.0,24.0,24.0,40.3,33.6
228,S Florida,37.0,36.0,44.0,28.0,43.0,35.5
228,Jacksonville,37.0,33.3,30.0,--,37.0,34.0
236,Marquette,37.1,39.0,36.0,34.0,56.0,33.3
237,E Texas A&M,37.3,38.3,38.0,--,37.3,35.5
238,Evansville,37.3,37.3,40.0,35.5,38.3,34.7
238,Tulane,37.3,40.7,40.0,38.0,36.7,33.5
240,Elon,37.4,32.7,23.0,27.0,40.0,36.1
241,Radford,37.4,39.0,46.0,30.5,40.2,31.6
242,Oklahoma,37.5,33.7,33.0,33.0,46.5,36.3
242,N Kentucky,37.5,32.7,35.0,35.0,38.3,36.5
242,UNLV,37.5,34.3,27.0,40.5,31.5,30.8
242,UC Riverside,37.5,38.0,36.0,38.5,37.0,36.1
246,Kent St,37.6,30.3,25.0,38.0,36.5,31.6
247,Seattle,37.6,37.3,41.0,36.8,41.0,32.3
248,St John's,37.8,34.0,43.0,36.5,43.0,31.0
248,SC Upstate,37.8,37.3,32.0,41.0,37.0,40.9
248,Delaware St,37.8,38.0,50.0,--,37.8,36.2
251,Boston U,37.8,40.0,35.0,39.5,37.0,30.7
252,Albany,38.0,40.7,46.0,--,38.0,35.0
252,Princeton,38.0,36.0,40.0,28.0,43.0,35.6
254,Winthrop,38.2,38.0,32.0,39.0,38.0,36.0
255,Campbell,38.2,36.7,31.0,34.0,39.3,32.4
255,Saint Peter's,38.2,40.3,31.0,30.0,43.7,30.8
257,Middle Tenn,38.3,41.7,49.0,--,38.3,34.2
258,E Michigan,38.3,37.7,33.0,37.7,39.0,36.3
259,Stetson,38.4,32.3,38.0,29.5,44.3,38.7
259,Bethune,38.4,34.7,30.0,--,38.4,34.8
259,Longwood,38.4,41.3,53.0,35.3,43.0,37.0
262,Texas Tech,38.5,39.7,49.0,34.3,42.7,33.0
262,UMBC,38.5,37.7,47.0,32.0,40.7,39.1
262,Texas A&M-CC,38.5,40.7,37.0,--,38.5,33.3
262,Charleston So,38.5,33.0,30.0,41.0,38.0,37.2
262,Detroit Mercy,38.5,36.0,37.0,30.0,40.2,36.0
262,Hofstra,38.5,39.3,33.0,--,38.5,30.9
268,Little Rock,38.6,35.3,28.0,--,38.6,32.6
269,Alabama St,38.7,35.0,28.0,--,38.7,34.8
269,Sam Houston,38.7,38.7,32.0,32.0,42.0,35.6
269,Loyola MD,38.7,45.7,50.0,29.0,40.6,34.8
272,Weber St,38.8,37.0,33.0,35.0,41.3,34.1
273,W Michigan,38.8,41.0,34.0,35.0,42.7,37.0
273,Utah,38.8,37.3,50.0,38.8,--,34.0
273,Georgia So,38.8,36.0,32.0,39.0,38.8,34.1
273,Akron,38.8,38.3,46.0,33.0,41.8,35.0
277,Mercer,39.0,41.0,38.0,35.0,40.3,35.9
277,Hou Christian,39.0,39.0,43.0,43.0,35.0,31.6
279,Army,39.2,34.3,28.0,42.5,37.0,35.0
280,Robert Morris,39.3,36.0,36.0,--,39.3,34.0
280,Tulsa,39.3,42.7,40.0,40.0,39.0,33.4
282,South Dakota,39.3,42.0,35.0,33.8,50.5,41.3
283,Washington St,39.4,38.0,40.0,39.3,40.0,36.2
283,C Connecticut,39.4,43.3,51.0,51.0,36.5,31.0
285,FGCU,39.6,32.3,39.0,35.3,46.0,34.5
286,Furman,39.8,34.7,32.0,34.0,45.5,31.9
287,W Carolina,39.8,35.0,34.0,35.5,42.7,38.8
287,UT Rio Grande,39.8,39.3,42.0,--,39.8,35.1
289,J Madison,39.8,45.7,45.0,32.0,43.8,32.3
290,Lehigh,40.0,38.0,41.0,36.5,42.3,35.1
290,N Arizona,40.0,40.0,46.0,46.0,37.0,36.8
290,N Florida,40.0,33.7,32.0,--,40.0,39.8
290,Incarnate Word,40.0,39.7,46.0,--,40.0,33.2
294,Milwaukee,40.2,40.0,28.0,37.0,41.8,34.7
294,Marshall,40.2,40.3,23.0,34.3,46.0,34.6
296,Saint Joseph's,40.2,44.3,45.0,34.0,44.3,32.7
296,Cornell,40.2,36.3,41.0,34.5,44.0,37.4
298,UT Martin,40.4,41.0,41.0,--,40.4,34.3
298,N Illinois,40.4,37.3,37.0,38.0,41.0,38.8
300,Denver,40.5,42.0,56.0,37.0,41.2,36.6
300,CS Northridge,40.5,38.7,49.0,49.0,37.7,36.4
300,Mississippi St,40.5,39.3,34.0,35.3,45.7,34.9
303,North Dakota,40.6,41.0,35.0,40.5,40.6,39.2
304,Lafayette,40.6,38.7,34.0,46.0,39.3,31.9
305,Loyola Chi,40.7,41.7,42.0,40.0,42.0,32.5
306,E Carolina,40.8,40.3,37.0,39.5,42.0,34.1
307,S Indiana,40.8,40.7,37.0,30.0,43.5,35.5
307,Sacramento St,40.8,41.7,47.0,40.5,41.0,37.5
309,Lindenwood,40.8,34.3,35.0,35.0,42.0,34.2
310,Alcorn St,40.9,37.7,35.0,--,40.9,35.1
311,Samford,41.1,40.7,40.0,40.0,41.6,37.6
312,Tarleton St,41.2,41.3,38.0,29.5,47.0,33.8
312,UMass Lowell,41.2,40.7,36.0,30.0,43.4,35.7
314,Alabama,41.2,43.3,45.0,37.5,43.7,36.8
314,Quinnipiac,41.2,41.7,37.0,39.5,42.3,34.3
314,E Washington,41.2,44.7,45.0,--,41.2,35.1
317,The Citadel,41.3,42.3,35.0,40.0,42.5,38.0
318,Alabama A&M,41.3,41.3,32.0,33.0,58.0,35.7
319,Omaha,41.4,45.3,50.0,38.0,42.3,34.1
320,Queens,41.7,39.3,45.0,36.5,44.3,34.8
320,Cal Poly,41.7,42.7,52.0,--,41.7,39.3
320,VMI,41.7,41.3,31.0,39.0,42.2,37.2
323,American,41.8,40.3,33.0,37.0,43.3,31.1
324,NC Greensboro,41.8,42.3,43.0,38.5,43.5,32.0
325,Rider,42.0,42.0,47.0,--,42.0,35.4
326,NW State,42.2,42.3,41.0,--,42.2,31.1
327,Penn,42.3,42.3,38.0,41.0,42.7,38.3
328,Chicago St,42.3,33.3,40.0,29.0,45.0,36.0
329,Purdue FW,42.4,39.3,44.0,--,42.4,34.4
330,LIU,42.4,44.0,40.0,39.0,43.0,30.9
331,San Jose St,42.5,42.0,35.0,35.0,45.0,33.0
332,Holy Cross,42.6,39.7,39.0,39.0,43.2,34.5
333,Ohio,42.7,49.3,52.0,33.3,52.0,35.5
333,Tennessee St,42.7,42.7,43.0,--,42.7,33.2
335,Southern,42.8,38.0,42.0,--,42.8,32.5
336,Bellarmine,42.8,39.7,31.0,51.0,40.8,38.3
337,CS Fullerton,42.8,44.3,39.0,44.0,42.6,37.7
337,UL Monroe,42.8,44.0,54.0,40.0,43.4,36.9
339,S Carolina St,43.0,42.0,44.0,32.0,45.2,33.5
340,AR-Pine Bluff,43.1,45.3,56.0,--,43.1,40.6
341,Manhattan,43.2,41.7,55.0,--,43.2,35.5
341,Le Moyne,43.2,45.3,56.0,44.0,42.7,36.4
343,Arkansas St,43.3,43
