Rank,Team,2025,Last 3,Last 1,Home,Away,2024
57,Kentucky,44.8,43.0,38.0,47.0,40.5,44.8
58,Alabama,44.8,43.7,43.0,41.0,47.3,46.7
58,Temple,44.8,42.7,40.0,46.0,40.0,39.8
60,Texas,44.7,46.7,52.0,47.3,39.5,40.8
60,UAB,44.7,48.3,45.0,46.5,41.0,40.9
62,Wisconsin,44.6,43.3,37.0,46.5,37.0,41.5
63,Wyoming,44.4,42.0,36.0,46.0,38.0,35.2
63,Bowling Green,44.4,44.3,36.0,45.7,42.5,38.4
65,Ohio St,44.2,40.0,42.0,44.2,,41.2
65,VCU,44.2,42.7,47.0,45.3,42.5,39.8
67,Winthrop,44.2,48.3,48.0,55.0,42.0,43.3
67,Tennessee,44.2,42.3,29.0,47.2,29.0,39.9
69,Georgia So,44.0,34.3,31.0,61.0,40.6,38.8
69,Utah St,44.0,47.7,46.0,41.5,45.7,41.4
71,Marquette,43.9,39.3,44.0,44.7,39.0,39.3
72,Purdue,43.8,42.0,37.0,46.0,41.7,40.3
73,Georgetown,43.8,45.3,48.0,45.3,38.0,37.9
74,W Michigan,43.7,39.7,45.0,46.7,40.7,37.7
75,Michigan,43.6,44.3,49.0,51.0,38.7,39.1
76,Notre Dame,43.5,35.7,29.0,50.8,29.0,36.5
76,N Dakota St,43.5,47.0,39.0,49.5,37.5,39.9
78,Wichita St,43.4,41.3,47.0,46.3,32.0,39.3
79,Sam Houston,43.3,43.3,41.0,41.0,44.5,37.7
79,Liberty,43.3,43.3,39.0,45.5,39.0,37.8
79,High Point,43.3,47.0,45.0,44.0,43.0,41.1
82,Santa Clara,43.2,42.0,42.0,42.0,48.0,41.9
82,Cornell,43.2,45.3,38.0,42.5,43.7,41.9
84,New Mexico,43.2,42.7,40.0,43.7,42.7,41.6
85,UCSD,43.0,43.0,44.0,46.0,40.0,40.7
85,Utah,43.0,45.7,46.0,43.0,,39.9
85,Illinois Chicago,43.0,42.0,47.0,53.0,40.5,37.8
88,Butler,42.8,39.7,36.0,46.0,39.7,38.5
89,Syracuse,42.8,39.3,33.0,46.0,38.0,38.6
89,Washington,42.8,38.0,40.0,46.7,37.0,37.9
89,S Illinois,42.8,41.0,38.0,53.0,40.3,38.1
92,Clemson,42.7,40.0,39.0,44.3,40.7,38.4
93,Duquesne,42.7,45.0,48.0,41.5,45.0,35.2
94,Florida,42.6,40.0,36.0,43.0,42.0,45.0
95,NC Wilmington,42.5,42.3,50.0,38.5,46.5,37.7
96,George Mason,42.4,39.3,40.0,43.0,40.0,36.1
97,NC A\&T,42.3,42.3,34.0,49.0,39.0,35.2
97,DePaul,42.3,46.0,58.0,42.3,,36.2
97,UC Davis,42.3,42.0,44.0,47.0,37.7,35.0
97,Arizona,42.3,41.3,47.0,44.7,40.0,41.7
97,Texas Tech,42.3,39.3,30.0,43.3,41.3,40.4
97,Arizona St,42.3,46.0,48.0,39.3,48.5,38.2
97,Fresno St,42.3,42.3,44.0,42.3,,38.2
104,E Texas A\&M,42.3,43.0,46.0,,42.3,34.7
104,Richmond,42.3,41.3,40.0,42.3,,33.4
104,Penn,42.3,42.7,41.0,42.0,42.3,37.1
107,Nevada,42.2,44.0,45.0,40.8,49.0,38.7
107,Denver,42.2,46.0,45.0,51.0,40.4,36.2
109,Arkansas St,42.0,36.0,36.0,36.0,43.2,40.0
109,Rhode Island,42.0,40.7,34.0,45.3,38.7,39.5
109,San Diego,42.0,41.7,42.0,42.0,,38.0
109,Oakland,42.0,47.3,49.0,,42.0,34.8
109,Nicholls,42.0,44.3,49.0,,42.0,38.3
114,IU Indy,41.9,40.3,36.0,37.0,42.7,37.7
115,Maryland,41.8,43.7,47.0,40.3,43.3,40.9
115,Penn St,41.8,41.3,34.0,43.3,40.3,42.2
117,Lipscomb,41.8,44.0,49.0,49.0,40.0,41.3
117,Grand Canyon,41.8,41.3,44.0,43.5,35.0,39.3
117,E Tennessee St,41.8,43.0,43.0,41.3,42.5,37.8
117,Campbell,41.8,47.7,43.0,52.0,39.3,37.9
117,Elon,41.8,40.3,44.0,46.0,40.8,36.3
122,Iona,41.7,40.3,39.0,39.3,43.5,35.5
123,Howard,41.7,42.7,38.0,40.7,42.7,40.3
123,Tennessee St,41.7,41.7,39.0,,41.7,39.1
125,San Francisco,41.6,38.7,43.0,39.0,45.5,40.6
125,Valparaiso,41.6,46.7,51.0,41.3,42.0,38.0
125,Mississippi,41.6,42.0,41.0,41.6,,40.1
128,Yale,41.6,39.3,51.0,38.5,42.8,43.3
129,Baylor,41.5,38.7,37.0,43.0,37.0,39.3
129,Northeastern,41.5,43.3,52.0,38.0,43.3,36.5
131,Indiana,41.4,41.0,39.0,40.8,44.0,39.1
131,UT Rio Grande,41.4,36.0,42.0,,41.4,39.6
133,Mississippi St,41.3,40.0,40.0,41.0,41.7,41.8
133,South Carolina,41.3,43.7,43.0,41.0,42.0,37.8
133,Utah Valley,41.3,41.3,48.0,48.0,38.0,39.6
133,Queens,41.3,43.7,47.0,42.0,41.0,39.7
133,Hawai'i,41.3,42.3,41.0,43.0,33.0,36.8
133,Cal Poly,41.3,46.3,41.0,,41.3,42.6
139,Incarnate Word,41.3,42.7,40.0,,41.3,37.0
140,Washington St,41.2,38.0,44.0,40.3,45.0,39.6
141,Cincinnati,41.2,42.0,52.0,43.0,32.0,37.6
141,Loyola Mymt,41.2,38.7,31.0,47.0,35.3,37.3
143,Tenn Tech,41.0,40.7,47.0,32.0,44.0,35.8
143,Northwestern,41.0,41.3,43.0,40.7,41.3,39.5
143,SF Austin,41.0,38.7,39.0,42.5,40.0,34.5
146,UCLA,40.8,40.7,45.0,41.0,40.0,37.9
146,Virginia,40.8,39.0,31.0,42.8,37.0,33.5
148,Pacific,40.8,41.0,51.0,44.0,40.0,35.6
148,Saint Mary's,40.8,38.7,38.0,40.8,,37.8
150,McNeese,40.8,43.0,33.0,51.0,37.3,39.7
151,UMass,40.7,42.0,39.0,39.8,42.0,38.2
152,Bellarmine,40.6,44.0,35.0,48.0,38.8,36.7
152,Manhattan,40.6,37.3,41.0,,40.6,39.6
152,Southern Miss,40.6,42.0,29.0,,40.6,35.8
152,UT Martin,40.6,37.3,38.0,,40.6,35.6
152,E Kentucky,40.6,41.7,36.0,44.0,38.3,37.4
157,Tulane,40.5,37.0,44.0,42.3,38.7,39.6
158,SC Upstate,40.4,37.7,36.0,43.0,39.8,37.0
159,Bradley,40.3,41.3,48.0,43.3,37.3,37.8
160,N Colorado,40.3,42.7,58.0,,40.3,40.3
161,Seattle,40.2,42.0,40.0,40.3,40.0,35.8
161,Gardner-Webb,40.2,44.0,37.0,,40.2,38.4
163,S Alabama,40.2,43.7,46.0,42.0,39.8,35.9
164,E Michigan,40.0,40.7,29.0,45.0,35.0,39.7
164,Harvard,40.0,38.0,39.0,43.5,38.3,34.6
164,Omaha,40.0,40.0,36.0,48.0,38.0,40.2
164,UC Riverside,40.0,41.7,53.0,47.5,36.3,38.3
164,Seton Hall,40.0,39.7,50.0,38.0,50.0,33.2
164,S Indiana,40.0,43.7,46.0,37.0,40.8,36.7
170,UConn,39.8,37.3,35.0,39.2,43.0,39.9
170,Tarleton St,39.8,44.7,53.0,40.0,39.8,30.6
172,St Bonaventure,39.8,41.7,38.0,41.0,35.0,33.6
172,Illinois St,39.8,40.0,39.0,40.5,39.3,38.9
174,Chattanooga,39.6,44.0,38.0,38.0,40.0,41.1
174,Wofford,39.6,45.0,52.0,45.5,35.7,37.5
176,Wright St,39.5,39.7,30.0,32.0,42.0,38.7
176,San Jose St,39.5,40.3,38.0,38.0,40.0,36.5
176,Ohio,39.5,39.0,36.0,43.7,35.3,40.9
176,Mercer,39.5,39.3,42.0,46.0,37.3,38.0
180,CS Bakersfield,39.4,42.3,47.0,41.5,38.0,37.6
180,Weber St,39.4,43.3,46.0,46.0,35.0,36.3
180,Memphis,39.4,37.7,35.0,41.0,38.3,43.5
183,AR-Pine Bluff,39.4,38.3,48.0,,39.4,37.4
184,Idaho,39.3,39.3,31.0,,39.3,37.9
185,Xavier,39.3,42.0,42.0,41.0,37.0,41.0
186,S Dakota St,39.3,40.0,52.0,52.0,35.0,40.8
186,Middle Tenn,39.3,38.7,38.0,,39.3,37.5
188,Saint Joseph's,39.2,36.7,45.0,43.0,36.7,39.5
188,F Dickinson,39.2,37.0,27.0,27.0,42.3,37.3
188,UT Arlington,39.2,42.0,41.0,33.0,40.8,39.4
191,St Thomas,39.1,42.3,40.0,34.5,40.7,41.9
192,N Texas,39.0,37.7,46.0,49.0,32.3,37.1
192,J Madison,39.0,41.3,39.0,43.0,37.0,36.5
192,Marist,39.0,37.7,48.0,39.0,39.0,35.0
192,UC Irvine,39.0,40.3,38.0,37.0,45.0,39.2
192,Hou Christian,39.0,39.0,39.0,39.0,39.0,33.7
197,NC Greensboro,38.8,44.7,43.0,39.0,38.8,37.3
198,Lafayette,38.8,39.0,45.0,38.0,39.0,36.1
198,Morgan St,38.8,37.7,30.0,40.0,38.0,41.6
198,Villanova,38.8,39.0,33.0,42.3,33.5,38.6
198,William & Mary,38.8,35.3,39.0,,38.8,38.6
198,TCU,38.8,32.3,30.0,38.8,,34.4
203,E Carolina,38.8,35.7,35.0,41.5,36.0,39.8
203,American,38.8,38.3,38.0,42.0,37.7,35.7
205,Green Bay,38.7,43.3,47.0,,38.7,36.8
206,Rice,38.7,39.3,42.0,39.7,37.7,36.6
206,South Dakota,38.7,35.7,38.0,41.3,33.5,46.0
208,NC Asheville,38.5,42.0,35.0,40.0,38.0,41.9
208,Drake,38.5,35.0,43.0,31.0,46.0,33.8
210,Troy,38.4,40.7,32.0,,38.4,37.5
210,Charleston,38.4,36.0,38.0,37.5,38.8,39.0
210,Samford,38.4,35.7,40.0,37.0,39.0,41.9
210,LIU,38.4,34.3,40.0,32.0,39.5,33.7
214,Purdue FW,38.4,36.7,31.0,,38.4,41.3
214,Florida Atlantic,38.4,38.3,35.0,36.5,39.7,40.2
214,Oregon,38.4,41.7,36.0,39.0,36.0,39.2
217,Lindenwood,38.3,35.3,38.0,38.0,38.4,35.4
218,Oregon St,38.3,37.0,34.0,38.7,38.0,39.4
219,SE Missouri St,38.3,40.3,45.0,43.0,36.7,37.7
219,Southern,38.3,36.0,31.0,,38.3,34.7
221,Michigan St,38.2,38.3,43.0,38.0,39.0,41.5
222,CS Northridge,38.0,42.3,43.0,43.0,36.3,41.2
222,UCSB,38.0,37.3,36.0,34.5,41.5,38.7
222,Charlotte,38.0,35.3,26.0,40.0,35.0,35.9
222,Charleston So,38.0,39.3,40.0,42.0,37.2,37.1
222,N Florida,38.0,39.3,38.0,,38.0,41.9
222,Bethune,38.0,38.7,34.0,,38.0,36.3
228,Radford,37.9,37.7,34.0,45.0,35.0,36.5
229,Loyola Chi,37.8,35.3,22.0,36.8,40.0,36.6
229,Rutgers,37.8,34.3,30.0,39.4,30.0,38.3
231,Prairie View,37.8,42.7,53.0,,37.8,37.9
232,Pepperdine,37.8,38.7,28.0,38.7,35.0,37.3
232,N Kentucky,37.8,42.0,49.0,49.0,34.0,36.3
234,Kansas,37.7,34.7,32.0,41.3,34.0,37.8
234,N Arizona,37.7,37.7,41.0,41.0,36.0,37.7
236,E Washington,37.6,38.0,38.0,,37.6,36.7
236,Montana St,37.6,36.0,43.0,35.0,38.3,36.8
236,N Illinois,37.6,30.7,34.0,57.0,32.8,35.3
239,Miss Valley St,37.5,40.7,48.0,,37.5,29.4
239,Detroit Mercy,37.5,33.3,46.0,23.0,40.4,35.4
241,Georgia Tech,37.3,41.0,49.0,36.4,42.0,36.8
241,Youngstown St,37.3,31.3,35.0,,37.3,40.3
243,Le Moyne,37.2,43.0,45.0,43.5,33.0,37.3
243,Cal Baptist,37.2,33.3,32.0,36.5,40.0,37.0
245,Grambling,37.2,39.0,38.0,33.0,38.0,33.3
245,Fairfield,37.2,40.3,41.0,40.0,35.8,34.7
247,Binghamton,37.0,40.3,40.0,34.0,37.6,35.7
247,San Diego St,37.0,37.0,21.0,42.3,21.0,38.3
247,Morehead St,37.0,37.3,45.0,,37.0,33.9
247,Army,37.0,36.3,43.0,25.0,45.0,36.7
247,West Virginia,37.0,40.0,40.0,36.8,37.5,34.2
247,Lamar,37.0,40.3,37.0,,37.0,35.5
247,Minnesota,37.0,37.0,38.0,38.5,34.0,36.8
254,Milwaukee,36.8,28.7,28.0,46.0,32.3,39.4
255,Austin Peay,36.8,37.7,35.0,,36.8,37.1
255,NW State,36.8,39.3,41.0,,36.8,35.1
255,W Carolina,36.8,38.7,39.0,38.5,35.7,35.0
255,Boise St,36.8,30.7,35.0,37.3,35.0,40.8
255,Quinnipiac,36.8,36.7,36.0,33.0,39.3,38.1
260,Florida A\&M,36.8,37.7,35.0,38.0,36.3,38.9
261,Pittsburgh,36.7,38.3,38.0,40.4,27.5,41.3
262,Loyola MD,36.7,39.3,26.0,37.0,36.6,35.6
263,Sacramento St,36.6,34.0,34.0,40.5,34.0,33.6
264,Air Force,36.6,41.7,50.0,38.5,25.0,33.0
265,C Michigan,36.5,37.3,35.0,40.0,34.8,38.2
265,Idaho St,36.5,36.3,33.0,,36.5,37.8
265,Columbia,36.5,33.3,42.0,38.0,35.0,40.7
265,Boston U,36.5,39.0,43.0,43.5,33.0,35.2
269,Creighton,36.4,37.7,38.0,39.7,31.5,37.6
269,Saint Peter's,36.4,35.0,32.0,43.5,31.7,32.2
271,Utah Tech,36.3,36.3,41.0,,36.3,36.6
271,New Orleans,36.3,38.3,34.0,,36.3,36.3
273,UTSA,36.3,38.0,24.0,31.0,38.0,40.2
274,Chicago St,36.2,31.3,30.0,34.0,36.6,34.3
274,Alabama St,36.2,32.7,31.0,,36.2,38.1
274,Colgate,36.2,37.0,34.0,35.5,36.5,37.2
277,NJIT,36.0,32.7,39.0,41.0,34.0,33.7
277,Navy,36.0,34.7,35.0,36.0,36.0,37.6
277,Davidson,36.0,34.0,30.0,45.5,29.7,37.4
277,Sacred Heart,36.0,36.0,42.0,36.0,36.0,38.2
277,Oral Roberts,36.0,39.0,49.0,29.5,40.3,37.5
277,Stetson,36.0,40.0,55.0,44.0,30.7,37.3
277,Furman,36.0,37.7,45.0,41.5,30.5,38.4
277,Florida Intl,36.0,36.0,27.0,27.0,40.5,35.1
285,App State,35.8,36.3,30.0,34.3,37.3,33.6
286,Long Beach St,35.8,39.0,35.0,40.5,32.7,34.5
286,C Connecticut,35.8,41.0,39.0,39.0,35.0,36.3
288,Stony Brook,35.8,36.7,38.0,32.0,39.5,35.1
289,North Dakota,35.7,33.7,49.0,42.0,33.2,40.6
290,Dartmouth,35.7,35.7,40.0,30.5,46.0,37.9
290,Portland,35.7,38.3,32.0,37.8,25.0,37.2
290,Dayton,35.7,35.0,30.0,37.3,32.5,40.2
290,Hampton,35.7,29.3,30.0,,35.7,37.5
290,Mercyhurst,35.7,41.0,37.0,44.0,34.0,33.8
290,Niagara,35.7,30.7,33.0,34.0,36.0,35.9
296,E Illinois,35.5,34.7,34.0,40.0,34.0,34.1
296,VMI,35.5,35.7,37.0,30.0,36.6,36.3
298,N Iowa,35.4,33.3,28.0,37.3,28.0,37.0
298,S Utah,35.4,34.7,34.0,37.0,35.0,36.6
298,NC Central,35.4,33.3,35.0,,35.4,39.0
301,S Carolina St,35.3,37.7,46.0,43.0,33.8,37.3
301,Drexel,35.3,37.7,40.0,37.7,33.0,35.0
303,The Citadel,35.3,39.3,27.0,32.5,38.0,34.1
303,Texas A\&M-CC,35.3,37.0,34.0,,35.3,37.4
303,Fordham,35.3,35.3,31.0,34.3,38.0,38.7
306,La Salle,35.2,33.7,27.0,34.0,37.0,37.6
307,W Georgia,35.2,33.3,32.0,46.5,29.5,35.6
307,Siena,35.2,34.0,34.0,37.0,33.3,39.1
307,Princeton,35.2,36.3,30.0,34.5,35.5,38.4
307,Evansville,35.2,32.0,30.0,43.0,31.3,34.7
311,Delaware,35.0,32.7,35.0,32.0,36.0,38.4
311,SIU Edward,35.0,39.7,55.0,23.0,37.4,34.6
311,Houston,35.0,36.0,30.0,36.5,32.0,36.3
314,Old Dominion,34.8,40.7,37.0,36.5,34.0,37.1
314,Stonehill,34.8,31.7,40.0,40.0,33.8,36.2
316,Indiana St,34.8,34.3,43.0,36.5,33.7,41.3
317,Merrimack,34.7,36.3,28.0,38.0,34.0,33.1
318,Lehigh,34.6,37.3,38.0,37.0,33.0,37.2
319,Holy Cross,34.6,30.7,30.0,30.0,35.3,36.1
320,Jacksonville St,34.3,34.3,31.0,36.0,31.0,37.4
321,UMBC,34.3,34.3,35.0,32.0,35.0,40.0
322,Texas So,34.2,40.3,41.0,43.0,32.0,38.3
323,Longwood,34.0,33.3,28.0,36.7,30.0,41.8
323,Coastal Car,34.0,32.0,22.0,35.0,33.8,35.7
323,Wagner,34.0,35.3,48.0,,34.0,31.0
326,Brown,33.7,31.3,25.0,31.8,36.3,34.8
326,Presbyterian,33.7,26.0,24.0,40.5,31.0,37.2
326,Louisiana,33.7,33.0,30.0,28.0,36.0,34.1
329,UMass Lowell,33.7,35.3,35.0,30.0,34.4,40.6
330,Jackson St,33.5,38.0,30.0,30.0,34.2,37.6
331,Canisius,33.3,39.3,51.0,37.0,29.7,34.6
332,Bucknell,33.3,30.3,42.0,40.0,30.6,37.3
333,Towson,33.2,35.0,37.0,29.0,34.3,36.0
333,Kansas City,33.2,26.0,32.0,44.0,30.5,36.3
335,Jacksonville,33.0,34.7,39.0,,33.0,37.3
335,Bryant,33.0,28.3,28.0,55.0,28.6,40.8
337,Alcorn St,32.9,32.7,20.0,,32.9,34.8
338,N Alabama,32.8,32.7,31.0,34.5,31.7,39.0
339,Boston College,32.7,29.0,43.0,31.0,34.0,36.2
340,UL Monroe,32.7,32.3,22.0,39.0,31.4,35.6
341,Coppin St,32.6,31.3,30.0,,32.6,33.8
342,Missouri St,32.5,30.3,21.0,35.3,24.0,34.9
343,Norfolk St,32.2,30.3,44.0,36.5,29.3,39.0
344,Little Rock,32.0,35.3,30.0,,32.0,37.0
345,Texas St,31.8,32.7,37.0,35.0,25.5,38.8
346,Ball St,31.8,26.7,24.0,37.0,26.5,37.8
347,Alabama A\&M,31.7,31.7,40.0,33.0,29.0,37.0
348,W Illinois,31.5,31.0,34.0,31.0,31.8,35.6
349,C Arkansas,31.4,34.7,47.0,37.0,27.7,36.2
350,Albany,31.3,31.0,32.0,,31.3,38.7
351,Robert Morris,31.0,27.0,25.0,,31.0,41.1
352,SE Louisiana,30.8,31.3,33.0,,30.8,36.3
353,Louisiana Tech,30.7,30.7,26.0,34.0,29.0,37.7
354,New Haven,30.5,31.7,17.0,30.7,30.3,
355,UTEP,30.3,30.3,40.0,20.0,35.5,37.2
356,Mt St Mary's,29.7,30.0,26.0,32.0,29.2,36.4
357,Georgia St,29.6,29.3,39.0,26.0,30.5,38.0
358,Abl Christian,29.5,27.3,22.0,36.0,27.3,33.9
359,St Francis PA,29.4,30.3,29.0,32.0,28.8,33.9
359,Delaware St,29.4,27.7,22.0,,29.4,40.9
361,Maine,28.5,32.0,30.0,29.0,28.3,37.0
362,Monmouth,28.3,29.3,24.0,24.0,29.7,36.1
363,Rider,26.8,28.7,20.0,,26.8,35.0
364,Maryland ES,26.4,30.7,27.0,,26.4,34.8
365,New Hampshire,25.8,27.0,35.0,,25.8,34.4
